source_cui,target_cui
C0010031,C0271286
C0010031,C0271291
C0010031,C0271292
C0010031,C0266532
C0010031,C0266533
C0010031,C0266544
C0010031,C0273546
C0010031,C0274354
C0010031,C0268401
C0010031,C0239116
C0010031,C0276335
C0010031,C0276762
C0010031,C0276760
C0010031,C0276761
C0010031,C0234641
C0010031,C0155068
C0010031,C0155071
C0010031,C0155070
C0010031,C0155076
C0010031,C0155077
C0010031,C0155078
C0010031,C0155090
C0010031,C0155090
C0010031,C0155091
C0010031,C0155093
C0010031,C0155094
C0010031,C0155094
C0010031,C0155095
C0010031,C0155096
C0010031,C0155098
C0010031,C0155098
C0010031,C0155099
C0010031,C0155102
C0010031,C0155108
C0010031,C0155109
C0010031,C0155110
C0010031,C0155111
C0010031,C0155118
C0010031,C0155119
C0010031,C0155122
C0010031,C0155131
C0010031,C0155135
C0010031,C0155134
C0010031,C0155154
C0010031,C0155155
C0010031,C0155156
C0010031,C0155157
C0010031,C0155158
C0010031,C0155161
C0010031,C0152252
C0010031,C0152440
C0010031,C0152440
C0010031,C0152455
C0010031,C0152944
C0010031,C0161002
C0010031,C0161030
C0010031,C0161031
C0010031,C0153214
C0229985,C1706613
C0229985,C1706613
C0229985,C1706613
C0229985,C0805701
C0229985,C0439673
C0229985,C0439673
C0229985,C0439673
C0229985,C0229985
C1320640,C1320640
C1320640,C0809995
C1320640,C0446881
C1320640,C0339438
C1320640,C0205481
C1320640,C0035304
C1320640,C0035304
C1320640,
C1320640,C0035304
C1320640,C0035304
C1320640,C0035304
C1320640,C0035304
C1320640,
C1320640,C0035309
C1320640,C0035309
C0029134,C0861152
C0029134,C0861152
C0029134,C0861152
C0029134,C0861152
C0029134,C0861152
C0029134,C0861152
C0029134,
C0029134,
C0029134,
C0029134,
C0029134,
C0029134,
C0029134,
C0029134,C0809997
C0029134,
C0029134,
C0029134,C0235023
C0029134,C0085582
C0029134,
C0029134,
C0029134,C0155301
C0029134,C0155301
C0029134,C0155301
C0029134,C0155301
C0029134,C0155301
C0029134,C0205481
C0029134,C0154874
C0029134,C0154874
C0029134,C0154874
C0029134,C0154874
C0029134,C0154874
C0029134,C0154874
C0029134,C0154874
C0029134,C0085582
C0029134,C0085582
C0029134,C0085582
C0029134,C3508796
C0029134,C0085582
C0029134,C0085582
C0029134,C0085582
C0029134,C0085582
C0029134,C0085582
C0029134,C0085582
C0029134,C0085582
C0029134,C0085582
C0029134,C0085582
C0029134,C0085582
C0029134,C0085582
C0029134,C0085582
C0029134,C0085582
C0029134,C0085582
C0029134,C0085582
C0029134,C0085582
C0029134,C0085582
C0029134,C0085582
C0029134,C0085582
C0029134,C0085582
C0029134,C0029132
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029134
C0029134,C0029681
C0029134,
C0029134,
C0029134,
C0029134,
C0029134,
C0029134,C0030353
C0029134,C0030353
C0029134,C0030353
C0029134,C0030353
C0029134,C0030353
C0029134,C0030353
C0029134,C0030353
C0029134,C0030353
C0029134,C0030353
C0029134,C0029134
C0029134,C0030353
C0029134,C0030353
C0029134,C0030353
C0029134,C0030353
C0029134,C0030353
C0029134,C0030353
C0029134,C5225748
C0029134,C4511978
C0011849,C0020456
C0011849,C0020615
C0011849,C0020616
C0011849,C1659987
C0011849,C1735364
C0011849,C1735364
C0011849,C1735364
C0011849,C1456657
C0011849,C1504532
C0011849,C1504532
C0011849,C1504532
C0011849,C1504532
C0011849,C0856885
C0011849,C0856885
C0011849,C0235399
C0011849,C0857483
C0011849,C0857483
C0011849,C0694557
C0011849,C0014130
C0011849,C0011849
C0011849,C0011849
C0011849,C0011849
C0011849,C0011849
C0011849,C0011849
C0011849,C0011849
C0011849,C0011849
C0011849,C0011849
C0011849,C0011849
C0011849,C0011849
C0011849,C0011849
C0011849,C0011849
C0011849,C0011849
C0011849,C0011849
C0011849,C0011849
C0011849,C0011849
C0011849,C0011849
C0011849,C0011849
C0011849,C0011849
C0011849,C0011849
C0011849,C0011849
C0011849,C0011849
C0011849,C0011854
C0011849,C0011854
C0011849,C0011860
C0011849,C0011860
C0011849,C0011878
C0011849,C0392201
C0011849,C0362046
C0007688,C2317089
C0007688,C0809995
C0007688,C0339438
C0007688,C0035301
C0007688,C0035302
C0007688,C0035302
C0007688,C0035302
C0007688,C0035302
C0007688,C0035302
C0034951,C0020490
C0034951,C0020490
C0034951,C1527310
C0034951,C1527310
C0034951,C1527310
C0034951,C1527310
C0034951,C1527310
C0034951,C1527310
C0034951,C1527310
C0034951,C0197448
C0034951,C0205481
C0034951,C0155000
C0034951,C0155000
C0034951,C0155000
C0034951,C0155000
C0034951,C0004106
C0034951,C0033075
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0034951
C0034951,C0027092
C0011881,C1279303
C0011881,C1279303
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0011881
C0011881,C0332281
C0011881,C0042066
C0011881,C0017667
C0011881,C0022658
C0011881,C0022658
C0034121,C2711346
C0034121,C2981139
C0034121,C1861451
C0034121,C1862441
C0034121,C1626415
C0034121,C1642390
C0034121,C1644175
C0034121,C1719765
C0034121,C1720006
C0034121,C1720053
C0034121,C1720525
C0034121,C1720707
C0034121,C1303009
C0034121,C1303010
C0034121,C1305618
C0034121,C1298683
C0034121,C1320927
C0034121,C1321307
C0034121,C1321331
C0034121,C1321333
C0034121,C1321332
C0034121,C1270988
C0034121,C1271219
C0034121,C1261138
C0034121,C1287556
C0034121,C1287555
C0034121,C1287558
C0034121,C1287560
C0034121,C1287559
C0034121,C1287562
C0034121,C1287561
C0034121,C1287563
C0034121,C0856445
C0034121,C0917967
C0034121,C0751612
C0034121,C0728710
C0034121,C0574119
C0034121,C0574118
C0034121,C0574120
C0034121,C0578617
C0034121,C0578618
C0034121,C0578616
C0034121,C0578613
C0034121,C0578615
C0034121,C0578614
C0034121,C0578621
C0034121,C0578624
C0034121,C0578619
C0034121,C0578620
C0034121,C0578623
C0034121,C0578622
C0034121,C0549122
C0034121,C0549122
C0034121,C0522340
C0034121,C0558178
C0034121,C0423296
C0034121,C0423299
C0034121,C0423297
C0034121,C0423301
C0034121,C0423303
C0034121,C0423306
C0034121,C0423310
C0034121,C0423312
C0034121,C0423324
C0034121,C0344541
C0034121,C0347925
C0034121,C0339659
C0034121,C0339660
C0034121,C0339662
C0034121,C0271134
C0034121,C0271135
C0034121,C0271140
C0034121,C0271141
C0034121,C0266549
C0034121,C0266550
C0034121,C0240844
C0034121,C0234668
C0034121,C0235231
C0034121,C0155375
C0034121,C0152197
C0034121,C0003079
C0034121,C0154936
C0034121,C0034124
C0034121,C5437249
C0034121,C5688818
C0034121,C5928409
C0034121,C5767474
C0034121,C0026205
C0034121,C5231166
C0034121,C4518715
C0034121,C4518714
C0034121,C4287529
C0034121,C4287528
C0034121,C4287527
C0034121,C0026961
C0034121,C4302160
C0034121,C4543418
C0034121,C4545987
C0034121,C4545989
C0034121,C4545988
C0034121,C4546352
C0034121,C3808461
C0034121,C3670506
C0034121,C3839398
C0034121,C3840020
C0271055,C0271055
C0271055,C0271055
C0271055,C0271055
C0271055,C0271055
C0271055,C0271055
C0271055,C0271055
C0271055,C0271055
C0271055,C0271055
C0271055,C0271055
C0271055,C0271055
C2880801,C5817985
C0271055,C0035298
C0271055,C0035321
C0042345,C2724283
C0042345,C2724284
C0042345,C2724284
C0042345,C2724289
C0042345,C2366666
C0042345,C3874103
C0042345,C1456856
C0042345,C1504131
C0042345,C1504130
C0042345,C1504132
C0042345,C1504129
C0042345,C1281489
C0042345,C1281489
C0042345,C1281489
C0042345,C1281489
C0042345,C1281489
C0042345,C1281489
C0042345,C0858463
C0042345,C0858463
C0042345,C0858463
C0042345,C0858463
C0042345,C0858463
C0042345,C0858463
C0042345,C0455534
C0042345,C0007226
C0042345,C0371975
C0042345,C0371976
C0042345,C0372009
C0042345,C0372163
C0042345,C0372503
C0042345,C0372504
C0042345,C0372505
C0042345,C0372528
C0042345,C0342068
C0042345,C0342068
C0042345,C0342068
C0042345,C0342068
C0042345,C0235522
C0042345,C0005775
C0042345,C0155778
C0042345,C0155778
C0042345,C0155778
C0042345,C0155778
C0042345,C0155778
C0042345,C0155778
C0042345,C0155778
C0042345,C0155778
C0042345,
C0042345,C0348657
C0042345,
C0042345,
C0042345,
C0042345,
C0042345,
C0042345,
C0042345,
C0042345,
C0042345,
C0042345,
C0042345,
C0042345,
C0042345,
C0042345,
C0042345,
C0042345,C0193101
C0042345,C0193108
C0042345,
C0042345,
C0042345,C0157495
C0042345,
C0042345,C0157496
C0042345,
C0042345,
C0042345,C0157497
C0042345,
C0042345,C0157498
C0042345,C0157499
C0042345,C0157498
C0042345,
C0042345,
C0042345,
C0042345,
C0042345,C0157498
C0042345,C0157498
C0042345,C0157498
C0042345,C0157499
C0042345,C0157499
C0042345,C0157499
C0042345,C0085096
C0042345,C0085096
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0042345,C0042345
C0016823,C1688597
C0016823,C1284756
C0016823,C0278244
C0016823,C0266565
C0016823,C0240896
C0016823,C0029090
C0016823,C0029090
C0016823,C0029090
C0016823,C0029090
C0016823,C0029090
C0016823,C0029090
C0016823,C0029090
C0016823,C0029090
C0016823,C0029090
C0016823,C0029090
C0016823,C0029090
C0342245,C0015397
C0342245,C0011849
C0342245,C0342245
C0342245,C0342245
C0342245,C0342245
C0342245,C0342245
C0342245,C0342245
C0342245,C0342245
C0342245,C0342245
C0342245,C0342245
C0342245,C0342245
C0342245,C0342245
C0342245,C0342245
C0342245,C0342245
C0342245,C0342245
C0342245,C0342245
C0342245,C0342245
C0342245,C0342245
C0342245,C0342245
C0342245,C0342245
C0342245,C0342245
C0342245,C0342245
C0342245,C0342245
C0342245,C0342245
C0342245,C0342245
C0342245,C0342245
C0342245,C0342245
C0342245,C0342245
C0342245,C0342257
C0342245,C0154178
C0342245,C0154178
C0342245,C0035309
C0022077,C2960622
C0022077,C2937264
C0022077,C2168499
C0022077,C2063450
C0022077,C2873850
C0022077,C2079287
C0022077,C2079288
C0022077,C1640371
C0022077,C1640386
C0022077,C1828263
C0022077,C1644196
C0022077,C1834387
C0022077,C1719768
C0022077,C1689944
C0022077,C1455749
C0022077,C1303005
C0022077,C1303006
C0022077,C1303007
C0022077,C1303008
C0022077,C1303011
C0022077,C1444609
C0022077,C1444612
C0022077,C1444611
C0022077,C1444672
C0022077,C1321344
C0022077,C1278891
C0022077,C1287565
C0022077,C1287566
C0022077,C1287564
C0022077,C0016782
C0022077,C0745402
C0022077,C0578625
C0022077,C0578629
C0022077,C0578628
C0022077,C0578626
C0022077,C0578627
C0022077,C0578893
C0022077,C0521700
C0022077,C0521703
C0022077,C0521701
C0022077,C0423314
C0022077,C0423316
C0022077,C0423318
C0022077,C0423319
C0022077,C0423320
C0022077,C0423321
C0022077,C0423322
C0022077,C0474351
C0022077,C0424838
C0022077,C0424839
C0022077,C0344539
C0022077,C0344546
C0022077,C0344547
C0022077,C0346372
C0022077,C0346373
C0022077,C0346375
C0022077,C0346374
C0022077,C0346376
C0022077,C0339309
C0022077,C0339331
C0022077,C0339330
C0022077,C0339320
C0022077,C0339328
C0022077,C0339332
C0022077,C0339339
C0022077,C0339345
C0022077,C0339346
C0022077,C0339344
C0022077,C0339575
C0022077,C0271105
C0022077,C0271101
C0022077,C0271106
C0022077,C0271111
C0022077,C0271113
C0022077,C0271112
C0022077,C0271117
C0022077,C0271120
C0022077,C0271118
C0022077,C0271119
C0022077,C0271122
C0022077,C0271275
C0022077,C0266543
C0022077,C0266548
C0022077,C0266551
C0022077,C0266552
C0022077,C0268111
C0022077,C0276229
C0022077,C0152246
C0022077,C0152252
C0022077,C0153028
C0022077,C0153039
C0022077,C0153146
C0022077,C0153212
C0022077,C0003076
C0022077,C0154909
C0022077,C0154910
C0022077,C3508127
C0022077,C0154911
C0022077,C0154915
C0022077,C0154916
C0022077,C0154917
C0022077,C0154920
C0022077,C0154933
C0022077,C5921631
C0022077,C5924532
C0022077,C5400838
C0022077,C5686881
C0022077,C5688180
C0022077,C5441519
C0022077,C5230055
C0022077,C4518713
C0022077,C4287528
C0022077,C4287527
C0022077,C4287529
C0022077,C4510759
C0022077,C4546189
C0022077,C4039077
C0022077,C3838748
C0022077,C4040468
C0022077,C3839980
C0022077,C3840048
C0022077,C3840054
C0022077,C0344559
C0022077,C0022073
C0022077,C0022078
C0022077,C0022079
C0022077,C0022081
C0013227,C2963184
C0013227,C0013231
C0521707,C0229240
C0521707,C0229239
C0521707,C0205481
C0521707,C0086543
C0521707,C0086543
C0521707,C0086543
C0521707,C4009324
C0521707,C0086543
C0521707,C0086543
C0521707,C0086543
C0521707,C0086543
C0521707,C4009324
C0521707,C0086543
C0521707,C0086543
C0521707,C0086543
C0521707,C0086543
C0029130,C0923576
C0271051,C0860562
C0271051,C0860562
C0271051,C0860562
C0271051,C0860562
C0271051,C0860562
C0271051,C0860562
C0271051,C0860562
C0271051,C0860562
C0271051,C0860562
C0271051,C0860562
C0271051,C0860562
C0271051,C0450295
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C0271051
C0271051,C5208321
C0271051,C5208321
C0271051,C5208321
C0271051,C5208321
C0271051,C5208321
C0271051,C5208321
C0271051,C4324513
C0271051,C4324513
C0271051,C4324514
C0271051,C4324513
C0271051,C4324514
C0271051,C4324513
C0271051,C4324514
C0271051,C4324514
C0271051,C4324514
C0271051,C4324513
C0271051,C4324514
C0271051,C4324513
C0271051,C4324513
C0271051,C4324513
C0271051,C4324513
C0271051,C4324513
C0271051,C4324513
C0271051,C4324513
C0271051,C4324513
C0271051,C4324514
C0271051,C4324513
C0271051,C4324514
C0271051,C4324513
C0271051,C4324514
C0271051,C4324513
C0271051,C4324513
C0271051,C4324514
C0271051,C4324514
C0271051,C4324514
C0271051,C4324513
C0271051,C4324514
C0271051,C4324514
C0271051,C4324514
C0271051,C4324514
C0271051,C4324514
C0271051,C4324514
C0271051,C4027604
C0271051,C4027603
C0271051,C4027905
C0271051,C4027918
C0271051,C4027910
C0271051,C4027920
C0271051,C4027907
C0271051,C4027909
C0271051,C4027908
C0271051,C4027954
C0271051,C4027957
C0271051,C4027956
C0271051,C4027955
C0271051,C4028947
C0271051,C4029411
C0271051,C4029409
C0271051,C4029416
C0271051,C4029418
C0271051,C4029427
C0271051,C4029428
C0271051,C4029417
C0271051,C4029420
C0271051,C4029429
C0271051,C3494651
C0920195,C0920195
C0920195,C0920195
C0024440,C0920195
C0024440,C0920195
C0024440,C0920195
C0024440,C0920195
C0024440,C0920195
C0024440,C0920195
C0024440,C0450295
C0024440,C0205481
C0024440,C0035309
C0024440,C0035309
C0920195,C5442249
C0024440,C5442249
C0024440,C5442249
C0024440,C5442249
C0024440,C5442249
C0024440,C5442249
C0920195,C0920195
C0024440,C0920195
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0920195,C0920195
C0920195,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024440,C0024440
C0024441,C3160792
C0024441,C3160792
C0024441,C3160792
C0024441,C3160792
C0024441,C3160792
C0024441,C3160792
C0024441,C3160792
C0024441,C3160792
C0024441,C0450295
C0024441,C0205481
C0024441,C0035309
C0024441,C0035309
C0024441,C5400374
C0024441,C5400374
C0024441,C5400374
C0024441,C5400374
C0024441,C5400374
C0024441,C5400374
C0024441,C5400374
C0024441,C5400374
C0024441,C0024441
C0024441,C5400374
C0024441,C4509126
C0024441,C4509125
C0024441,C4509124
C0024441,C4536110
C0024441,C0024441
C0024441,C0024441
C0024441,C0024441
C0024441,C0024441
C0024441,C0024441
C0024441,C0024441
C0024441,C0024441
C0024441,C0024441
C0024441,C0024441
C0024441,C0024441
C0024441,C0024441
C0024441,C0024441
C0024441,C0024441
C0024441,C0024441
C0024441,C0024441
C0024441,C0024441
C0024441,C0024441
C0024441,C0024441
C0024441,C0024441
C0024441,C0024441
C0029124,C1744705
C0029124,C0029124
C0029124,C1744705
C0029124,C1744705
C0029124,C1744705
C0029124,C1744705
C0029124,C1608971
C0029124,C1608971
C0029124,C1608971
C0029124,C1608971
C0029124,C0497217
C0029124,C0344299
C0029124,C0344299
C0029124,C0344299
C0029124,C0344299
C0029124,C0235039
C0029124,C0235039
C0029124,C0235039
C0029124,C0235039
C0029124,C0155291
C0029124,
C0029124,C0155292
C0029124,C0155292
C0029124,
C0029124,C0155292
C0029124,C0155291
C0029124,C0155291
C0029124,C0155292
C0029124,C0155292
C0029124,C0155291
C0029124,C0155292
C0029124,C0155291
C0029124,C0155292
C0029124,
C0029124,C0155295
C0029124,C0155295
C0029124,C0155293
C0029124,C0155295
C0029124,C0155292
C0029124,C0155295
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C0029124
C0029124,C5225748
C0029124,C5438175
C0029124,C3511484
C0035334,C0854721
C0035334,C0854721
C0035334,C0854721
C0035334,C0035298
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C0035334
C0035334,C5192530
C0035334,C5192530
C0035334,
C0035334,C3494569
C0035334,C3494569
C0152132,C1328470
C0152132,C1328470
C0152132,C1328470
C0152132,C1328470
C0152132,C0423385
C0152132,C0423385
C0152132,C0423385
C0152132,C0423385
C0152132,C0423386
C0152132,C0423386
C0152132,C0423386
C0152132,C0423386
C0152132,C0152132
C0152132,C0152132
C0152132,C0152132
C0152132,C0152132
C0152132,C0152132
C0152132,C0152132
C0152132,C0152132
C0152132,C0152132
C0152132,C0152132
C0152132,C0152132
C0152132,C0152132
C0152132,C0152132
C0152132,C0152132
C0152132,C0152132
C0152132,C0152132
C0152132,C0152132
C0152132,C0152132
C0152132,C0152132
C0152132,C0152132
C0152132,C0152132
C0023317,C2881450
C0023317,C2939157
C0023317,C2939414
C0023317,C2939415
C0023317,C2891014
C0023317,C2891013
C0023317,C2891009
C0023317,C2891015
C0023317,C2960113
C0023317,C2607928
C0023317,C2075675
C0023317,C2880578
C0023317,C2880577
C0023317,C2145969
C0023317,C1622439
C0023317,C1626934
C0023317,C1627355
C0023317,C1633999
C0023317,C1562061
C0023317,C1562061
C0023317,C1562405
C0023317,C1636158
C0023317,C1827700
C0023317,C1562898
C0023317,C1562898
C0023317,C1644196
C0023317,C1833118
C0023317,C1719987
C0023317,C1720215
C0023317,C1720383
C0023317,C1689968
C0023317,C1690545
C0023317,C1392118
C0023317,C1392118
C0023317,C1392104
C0023317,C1394991
C0023317,C1398738
C0023317,C1402252
C0023317,C1510497
C0023317,C1319183
C0023317,C1299650
C0023317,C1299686
C0023317,C1299685
C0023317,C1278892
C0023317,C1281926
C0023317,C1287571
C0023317,C1287569
C0023317,C1287573
C0023317,C0013574
C0023317,C0013581
C0023317,C0730051
C0023317,C0730072
C0023317,C0730073
C0023317,C0730071
C0023317,C0730074
C0023317,C0702108
C0023317,C0587046
C0023317,C0684343
C0023317,C0009691
C0023317,C0544826
C0023317,C0544822
C0023317,C0544825
C0023317,C0544822
C0023317,C0546244
C0023317,C0578631
C0023317,C0578630
C0023317,C0582137
C0023317,C0521559
C0023317,C0521704
C0023317,C0444096
C0023317,C0444275
C0023317,C0444276
C0023317,C0433982
C0023317,C0423336
C0023317,C0423338
C0023317,C0423334
C0023317,C0423348
C0023317,C0423349
C0023317,C0423351
C0023317,C0423348
C0023317,C0423349
C0023317,C0423340
C0023317,C0423351
C0023317,C0423352
C0023317,C0489970
C0023317,C0452108
C0023317,C0344264
C0023317,C0344265
C0023317,C0344266
C0023317,C0344268
C0023317,C0344269
C0023317,C0344516
C0023317,C0344523
C0023317,C0344524
C0023317,C0344525
C0023317,C0344526
C0023317,C0339264
C0023317,C0339350
C0023317,C0339358
C0023317,C0339365
C0023317,C0339359
C0023317,C0339364
C0023317,C0339364
C0023317,C0339371
C0023317,C0339369
C0023317,C0339370
C0023317,C0339381
C0023317,C0339379
C0023317,C0339380
C0023317,C0339382
C0023317,C0339685
C0023317,C0339683
C0023317,C0271011
C0023317,C0271018
C0023317,C0271157
C0023317,C0271165
C0023317,C0271163
C0023317,C0271162
C0023317,C0271168
C0023317,C0271167
C0023317,C0271174
C0023317,C0271175
C0023317,C0302254
C0023317,C0302312
C0023317,C5396040
C0023317,C0266537
C0023317,C0266541
C0023317,C0266542
C0023317,C0266543
C0023317,C0268361
C0023317,C0239119
C0023317,C0234703
C0023317,C0234704
C0023317,C0155372
C0023317,C1392118
C0023317,C0152258
C0023317,C0152259
C0023317,C0152258
C0023317,C1392118
C0023317,C0158553
C0023317,C0154801
C0023317,C0154971
C0023317,C0154983
C0023317,C0154984
C0023317,C0154984
C0023317,C0154985
C0023317,C0154986
C0023317,C0154990
C0023317,C0154995
C0023317,C0003534
C0023317,C0086543
C0023317,C0039613
C0023317,C0036646
C0023317,C5787647
C0023317,C5788996
C0023317,C5767486
C0023317,C5767487
C0023317,C5779991
C0023317,C5576751
C0023317,C5681342
C0023317,C5681342
C0023317,C5688153
C0023317,C5688155
C0023317,C5688155
C0023317,C5688162
C0023317,C5395433
C0023317,C5395495
C0023317,C5396873
C0023317,C0027128
C0023317,C0023308
C0023317,C0023316
C0023317,C4305478
