source_cui,target_cui
C0035317,C0860491
C0035317,C0860491
C0035317,C0860491
C0035317,C0860491
C0035317,C0860491
C0035317,C0860491
C0035317,C0860491
C0035317,C0860491
C0035317,C0860491
C0035317,C0860491
C0035317,C0860491
C0035317,C0860491
C0035317,C0860491
C0035317,C0860491
C0035317,C0860491
C0035317,C0860491
C0035317,C0860491
C0035317,C0860491
C0035317,C0860525
C0035317,C0860525
C0035317,C0860525
C0035317,C0860525
C0035317,C0860525
C0035317,C0860525
C0035317,C0860525
C0035317,C0860525
C0035317,C0860525
C0035317,C0860525
C0035317,C0809995
C0035317,C0474357
C0035317,C0474357
C0035317,C0474357
C0035317,C0474357
C0035317,C0474357
C0035317,C0474357
C0035317,C0474357
C0035317,C0474357
C0035317,C0474357
C0035317,C0474357
C0035317,C0474357
C0035317,C0474357
C0035317,C0474357
C0035317,C0474357
C0035317,C0474357
C0035317,C0474357
C0035317,C0474357
C0035317,C0474357
C0035317,C0474357
C0035317,C0474357
C0035317,C0474358
C0035317,C0474358
C0035317,C0474357
C0035317,C0474357
C0035317,C0474357
C0035317,C0474357
C0035317,C0474358
C0035317,C0474358
C0035317,C0474358
C0035317,C0474358
C0035317,C0474358
C0035317,C0474358
C0035317,C0474358
C0035317,C0474358
C0035317,C0474358
C0035317,C0474358
C0035317,C0474358
C0035317,C0474358
C0035317,C0474358
C0035317,C0474358
C0035317,C0474358
C0035317,C0474358
C0035317,C0339438
C0035317,
C0035317,C0474358
C0035317,
C0035317,C0474358
C0035317,C0271046
C0035317,C0271046
C0035317,C0271046
C0035317,
C0035317,C0271046
C0035317,
C0035317,C0271046
C0035317,C0271046
C0035317,C0474358
C0035317,
C0035317,C0474358
C0035317,C0271046
C0035317,C0271046
C0035317,C0474358
C0035317,
C0035317,C0474358
C0035317,C0271046
C0035317,C4316879
C0035317,C0474358
C0035317,C0474358
C0035317,C0271046
C0035317,C0271048
C0035317,C0271048
C0035317,C0271048
C0035317,C0271048
C0035317,C0271048
C0035317,C0271048
C0035317,C0271048
C0035317,C0271048
C0035317,C0271048
C0035317,C0271048
C0035317,C0271049
C0035317,C0271049
C0035317,C0271049
C0035317,C0271049
C0035317,C0271049
C0035317,C0271048
C0035317,C0271049
C0035317,C0271049
C0035317,C0271049
C0035317,C0271049
C0035317,C0271049
C0035317,C0271049
C0035317,C0271049
C0035317,C0271049
C0035317,C0271049
C0035317,C0271049
C0035317,C0271049
C0035317,C0035298
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0035317,C0035317
C0474357,C0035298
C0474357,C0035317
C0474357,C0035317
C0474357,C0035317
C0474357,C0035317
C0474357,C0035317
C0474357,C0035317
C0010038,C0854212
C0010038,C0854212
C0010038,C0854212
C0010038,
C0010038,C4479026
C0010038,
C0010038,
C0010038,
C0010038,C0858614
C0010038,C0858614
C0010038,C0858614
C0010038,C0858614
C0010038,C0858614
C0010038,C0010031
C0010038,C0010031
C0010038,C0010038
C0521719,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0521719
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C2880318,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0010038
C0010038,C0423250
C0010038,C0423250
C0010038,C0423250
C0010038,C0423250
C0010038,C0423250
C0010038,C0497217
C0010038,C0349702
C0010038,C0007686
C0010038,C0007686
C0010038,C0007686
C0010038,C0007686
C0010038,
C0010038,C0155097
C0010038,
C0010038,
C0010038,
C0010038,C0155098
C0010038,
C0010038,C0155099
C0010038,C0155100
C0010038,C0155099
C0010038,C0155099
C0010038,C0155099
C0010038,C0155100
C0010038,C0155100
C0010038,C0155100
C0229090,C0029180
C0229089,C0029180
C0035320,C1112634
C0035320,C1112634
C0035320,C1112634
C0035320,C1112634
C0035320,C1112634
C0035320,C1112634
C0035320,C1112634
C0035320,C1112634
C0035320,C1112634
C0035320,C1112634
C0035320,C1112634
C0035320,C1112634
C0035320,C0035320
C0035320,C0035320
C0035320,C0035320
C0035320,C0035320
C0035320,C0035320
C0035320,C0035320
C0035320,C0035320
C0035320,C0035320
C0035320,C0035320
C0035320,C0035320
C0035320,C0035320
C0035320,C0035320
C0035320,C0035320
C0035320,C0035320
C0035320,C0035320
C0035320,C0035320
C0035320,C0035320
C0035320,C0035320
C0035320,C0035330
C0035320,C4286040
C0035320,C4286040
C0035320,C4286040
C0035320,C4286040
C0035320,C4286040
C0035320,C4286040
C0035320,C4286040
C0035320,C4286040
C0035320,C4286040
C0035320,C4286040
C0035320,C4286040
C0035320,C4324512
C0035320,C4324512
C0035320,C4324512
C0035320,C4324512
C0035320,C4324512
C0035320,C4324512
C0035320,C4324512
C0035320,C4324512
C0035320,C4324512
C0035320,C4324512
C0035320,C4324512
C0035320,C4324512
C0035320,C4324512
C0024874,C5431894
C0015392,C2939443
C0015392,C2586072
C0015392,C2733789
C0015392,C2733797
C0015392,C2733795
C0015392,C2733793
C0015392,C2733926
C0015392,C2733929
C0015392,C2733941
C0015392,C2733945
C0015392,C2733939
C0015392,C2733940
C0015392,C2733947
C0015392,C2733950
C0015392,C2733949
C0015392,C2733946
C0015392,C2733942
C0015392,C2733944
C0015392,C2733943
C0015392,C2959557
C0015392,C2959939
C0015392,C2735401
C0015392,C2735405
C0015392,C2735399
C0015392,C2735397
C0015392,C2735407
C0015392,C2960545
C0015392,C2960545
C0015392,C2919645
C0015392,C2745884
C0015392,C2981140
C0015392,C3174762
C0015392,C3176664
C0015392,C2168246
C0015392,C2168288
C0015392,C2168733
C0015392,C2315971
C0015392,C2200345
C0015392,C0019357
C0015392,C2095893
C0015392,
C0015392,C2212967
C0015392,C2212975
C0015392,C2212958
C0015392,C2212955
C0015392,C2212970
C0015392,C2212961
C0015392,C2212968
C0015392,C2212965
C0015392,C2212950
C0015392,C2212962
C0015392,C2212966
C0015392,C2213009
C0015392,C2213012
C0015392,C2213011
C0015392,C2213010
C0015392,C1961036
C0015392,C2005006
C0015392,C2127316
C0015392,C2127314
C0015392,C2127315
C0015392,C1533041
C0015392,C0020490
C0015392,C2046310
C0015392,C2049730
C0015392,C1858726
C0015392,C1864689
C0015392,C1561995
C0015392,C1562049
C0015392,C1635267
C0015392,C1562627
C0015392,C1562687
C0015392,C1563105
C0015392,C1641806
C0015392,C1720571
C0015392,C1842073
C0015392,C1845069
C0015392,C1847024
C0060520,C0013343
C0154841,C2317573
C0154841,C0809995
C0154841,C0339438
C0154841,C0035327
C0154841,C0035328
C0154841,C0035328
C0154841,C0035328
C0005847,C2585074
C0005847,C2585109
C0005847,C2585473
C0005847,C2585886
C0005847,C2909442
C0005847,C2909446
C0005847,C2909458
C0005847,C2909454
C0005847,C2586211
C0005847,C2586233
C0005847,C2919377
C0005847,C2919423
C0005847,C3163664
C0005847,C3164460
C0005847,C2717865
C0005847,C2062693
C0005847,C2314994
C0005847,C1997626
C0005847,C1960867
C0005847,C1961121
C0005847,C2114703
C0005847,C2114702
C0005847,C0560240
C0005847,C1801960
C0005847,C1562399
C0005847,C1531582
C0005847,C1533618
C0005847,C1847197
C0005847,C1382398
C0005847,C1328843
C0005847,C1304400
C0005847,C1304409
C0005847,C1304412
C0005847,C1304450
C0005847,C5687322
C0005847,C1306312
C0005847,C0018202
C0005847,C1408786
C0005847,C1275457
C0005847,C1275458
C0005847,C1318520
C0005847,C1275966
C0005847,C1319118
C0005847,C1299346
C0005847,C1321278
C0005847,C1321278
C0005847,C1178873
C0005847,C1281300
C0005847,C1268575
C0005847,C1268576
C0005847,C1283786
C0005847,C1274271
C0005847,C1274273
C0005847,C1274277
C0005847,C1274276
C0005847,C1274272
C0005847,C1274275
C0005847,C1274973
C0005847,C1274981
C0005847,C1275028
C0005847,C1275042
C0005847,C0948404
C0005847,C0751019
C0005847,C0752130
C0005847,C0013922
C0005847,C0013926
C0005847,C0013927
C0005847,C0013928
C0005847,C0013930
C0005847,C0565817
C0005847,C0520890
C0005847,C0520891
C0005847,C0520892
C0005847,C0521541
C0005847,C0434202
C0005847,C0447122
C0005847,C0472381
C0005847,C0473555
C0005847,C0473591
C0005847,C0424829
C0005847,C0425654
C0005847,C0425660
C0005847,C0425659
C0005847,C0425657
C0005847,C0425658
C0005847,C0456122
C0005847,C0456804
C0005847,C0456805
C0005847,C0456806
C0005847,C0429884
C0005847,C0429885
C0005847,C0413279
C0005847,C0404902
C0005847,C0404919
C0005847,C0501404
C0005847,C0349701
C0005847,C0342649
C0005847,C0349766
C0005847,C0349763
C0005847,C0349764
C0005847,C0349762
C0005847,C0406502
C0005847,C0332965
C0005847,C0333359
C0005847,C0423407
C0005847,C0340605
C0005847,C0340833
C0005847,C0340837
C0005847,C0340837
C0005847,C0340839
C0005847,C0340839
C0005847,C0340843
C0005847,C0340842
C0005847,C0340840
C0205271,C0011434
C0205271,C0011434
C0205271,C0266861
C2038633,C0700042
C0016410,C1373066
C0750729,C0449259
C2174815,C0229159
C0178866,C0399059
C0178866,C0399059
C0178866,C0399059
C0178866,C0399059
C0178866,C0399059
C0178866,C0399059
C0011359,C0399059
C0178866,C0399059
C0446881,C2174912
C0446881,C2174898
C0446881,C2074149
C0446881,C2074154
C0446881,C2074153
C0446881,C2074147
C0446881,C2074146
C0446881,C2074151
C0446881,C2046990
C0446881,C1827604
C0446881,C1827666
C0446881,C1849409
C0446881,C1320640
C0446881,C0730287
C0446881,C0474355
C0446881,C0429562
C0446881,C0344286
C0446881,C0344291
C0446881,C0344292
C0446881,C0344294
C0446881,C0344295
C0446881,C0339397
C0446881,C0339420
C0446881,C0339443
C0446881,C0339442
C0446881,C0271052
C0446881,C0154855
C0446881,C0154856
C0446881,C0154857
C0446881,C5547942
C0446881,C5554260
C0446881,C5554260
C0446881,C4513872
C0520561,C0520561
C0520561,C0520561
C0520561,C0853727
C0520561,C0853727
C0520561,C0520561
C0853727,C0853727
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0853727,C0853727
C0853727,C0520561
C0853727,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0520561
C0520561,C0521595
C0520561,C0521595
C0853727,C0521595
C0853727,C0521595
C0853727,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0853727,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0853727,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521595
C0520561,C0521596
C0520561,C0521596
C0520561,C0521595
C0520561,C0521596
C0853727,C0521596
C0520561,C0521596
C0520561,C0521595
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0853727,C0521596
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0853727,C0521596
C0520561,C0521596
C0853727,C0521596
C0520561,C0521596
C0520561,C0521596
C0853727,C0521596
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0853727,C0521596
C0520561,C0521596
C0853727,C0521597
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0520561,C0521597
C0853727,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0853727,C0521597
C0853727,C0521597
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0520561,C0521597
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0520561,C0521596
C0853727,C0521597
C0853727,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0521597
C0520561,C0021852
C0011923,C0729831
C0229159,C2174774
C0229159,C2174809
C0229159,C2174822
C0229159,C2174779
C0229159,C2174815
C0229159,C2174828
C0229159,C0459788
C0229159,C0154841
C0459783,C2174900
C0459783,C2174914
C0459783,C2074499
C0459783,C2074469
C0459783,C2074484
C0459783,C2074454
C0459783,C2047005
C0459783,C2047031
C0459783,C4514724
C0221938,C2733181
C0221938,C1276120
C0221938,C1282638
C0221938,C0343206
C0221938,C0262992
C0221938,C5547055
C0006901,C2584777
C0006901,C2584778
C0006901,C2717961
C0006901,C1865285
C0006901,C1280521
C0006901,C1287740
C0006901,C1274290
C0006901,C1274878
C0006901,C0425682
C0006901,C0425683
C0006901,C0343082
C0006901,C0406512
C0006901,C0406513
C0006901,C0340803
C0006901,C0340804
C0006901,C0340830
C0006901,C0340828
C0006901,C0272314
C0006901,C0268098
C0006901,C0232360
C0006901,C0232358
C0006901,C0232357
C0006901,C0232359
C0006901,C0265024
C0006901,C0265026
C0006901,C0265025
C0006901,C0006902
C0006901,C0006905
C0006901,C0155765
C0006901,C0085650
C0006901,C0034155
C0006901,C5680354
C0006901,C5546047
C0006901,C5441559
C0006901,C4510106
C0006901,C4510896
C0006901,C3838883
C0006901,C3839296
C0006901,C3839763
C0035253,C2923814
C0035253,C3173563
C0035253,C3173578
C0035253,C1544422
C0035253,
C0035253,
C0035253,C0489272
C0035253,C3263245
C1322279,C0881905
C1322279,C4696188
C1322279,C4532149
C0994894,C0205208
C0994894,C0205208
C0332437,C1171325
C0332437,C0334044
C0015688,C0015688
C0015688,C0015688
C0226509,C1284344
C2089636,C0230189
C4060991,C0150085
C0035330,C2609315
C0035330,C2932677
C0035330,C2187259
C0035330,C1997953
C0035330,C1828066
C0035330,C1563091
C0035330,C1563212
C0035330,C1531824
C0035330,C1720272
C0035330,C1688643
C0035330,C1305222
C0035330,C1306674
C0035330,C0730286
C0035330,C0730287
C0035330,C0730363
C0035330,C0521570
C0035330,C0423382
C0035330,C0423406
C0035330,C0423405
C0035330,C0423409
C0035330,C0423411
C0035330,C0423463
C0035330,C0423462
C0035330,C0423460
C0035330,C0474354
C0035330,C0474355
C0035330,C0339480
C0035330,C5688510
C0035330,C0339551
C0035330,C0271065
C0035330,C0271068
C0035330,C0271078
C0035330,C0271076
C0035330,C0154832
C0035330,C0154833
C0035330,C0154835
C0035330,C0152026
C0035330,C5922328
C0035330,C5761410
C0035330,C5767499
C0035330,C5768555
C0035330,C5852774
C0035330,C0035320
C0035330,C0035326
C0035330,C5577652
C0035330,C5547942
C0035330,C5688149
C0035330,C5688313
C0035330,C5554388
C0035330,C4749792
C0035330,C4521693
C0035330,C3671884
C0035330,C3671902
C0035330,C3714733
C4725854,C4707364
C2174817,C0229160
C0459777,C2174901
C0459777,C2174915
C0459777,C2175075
C0459777,C2175076
C0459777,C2175074
C0459777,C2175085
C0459777,C2175084
C0459777,C2175083
C0459777,C2175109
C0459777,C2175100
C0459777,C2175098
C0459777,C2175099
C0459777,C2175107
C0459777,C2175108
C0459777,C2074485
C0459777,C2074455
C0459777,C2074491
C0459777,C2074461
C0459777,C2074500
C0459777,C2074470
C0459777,C2013048
C0459777,C2013049
C0459777,C2047006
C0459777,C2047032
C0459777,C5766245
C0459777,C5766244
C0459777,C4514719
C4316879,C0035317
C4316879,C0035317
C4316879,C0035317
C4316879,C0035317
C4316879,C0035317
C4316879,C0035317
C4316879,C0035317
C4316879,C0035317
C4316879,C0035317
C4316879,C0035317
C4316879,C0035317
C4316879,C0035317
C0459784,C2174916
C0459784,C2174902
C0459784,C2074450
C0459784,C2074465
C0459784,C2074480
C0459784,C2074495
C0459784,C2047027
C0459784,C2047001
C0459784,C4514725
C1268196,C0431813
C1268196,C0431813
C1268196,C0431826
C1268196,C0431826
C1268196,C0431829
C1268196,C0431830
C1268196,C0431829
C1268196,C0431830
C1268196,C0265573
C1268196,C0265574
C1268196,C0265573
C1268196,C0265574
C1268196,C5437889
C1268196,C5437889
C1268196,C4749292
C1268196,C4274368
C1268196,C4274368
C1268196,C3265985
C4020540,C1531612
C4020540,C0031272
C0344297,C0497217
C0344297,C0344297
C0344297,C0344297
C0344297,C0344297
C0344297,C0344297
C0344297,C0344297
C0344297,C0344297
C0344297,C0344297
C0344297,C0344297
C0344297,C0344297
C0344297,C0344297
C0344297,C0344297
C0344297,C0344297
C0344297,C0344297
C0344297,C0344297
C0344297,C0344297
C0344297,C0344297
C0344297,C0344297
C0344297,C0344297
C0344297,C0344297
C0344297,C0344297
C0344297,C0344297
C0344297,C0008520
C0344297,C0008520
C0344297,C0035304
C0344297,
C0344297,C0035304
C0344297,C0035304
C0344297,
C0344297,
C0344297,
C0344297,C0035304
C0344297,
C0230007,C0222080
C0230007,C0222344
C0230007,C0263022
C0230007,C0263059
C0230007,C0263103
C0230007,C0263181
C0459787,C0229160
C1852297,C1744681
C1852297,C1123023
C1852297,C0586102
C0022595,C0443147
C0022595,C0022595
C1852297,C0022595
C0022595,C0022595
C0022595,C0022595
C1852297,C0549151
C0022595,C1852297
C0549151,C0549151
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0549151,C0549151
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0549151,C1852297
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0022595,C0022595
C0229160,C2174776
C0229160,C2174781
C0229160,C2174811
C0229160,C2174817
C0229160,C2174830
C0229160,C2174824
C0229160,C0459787
C0229160,C0154841
C3647591,C0005847
C2327866,C2336407
C2327866,C2336407
C2327866,C2337880
C2327866,C1283379
C2327866,C2324455
C2327866,C0228242
C2327866,C0228245
C0345070,C1744681
C0345070,C0586102
C0345070,C0586102
C0345070,C0447048
C0345070,C0003489
C0016622,C2175030
C0016622,C2175039
C0016622,C2174979
C0016622,C2174953
C0016622,C2174928
C0016622,C2175004
C0016622,C2175143
C0016622,C2175167
C0016622,C2175119
C0016622,C2175191
C0016622,
C0016622,
C0016622,C2074021
C0016622,C2074050
C0016622,C2074119
C0016622,C2074156
C0016622,C2074457
C0016622,C2074487
C0016622,C1996981
C0016622,C2145112
C0016622,C2145144
C0016622,C1850993
C0016622,C0730053
C0016622,C0423420
C0016622,C0450290
C0016622,C0429562
C0016622,C4552411
C0016622,C4552411
C0035301,C2063841
C0035301,C2070075
C0035301,C1997654
C0035301,C1562207
C0035301,C1319188
C0035301,C1321319
C0035301,C1321320
C0035301,C1321321
C0035301,C1280945
C0035301,C1281307
C0035301,C1287578
C0035301,C1142247
C0035301,C0924722
C0035301,C0924722
C0035301,C0924749
C0035301,C0924749
C0035301,C0924748
C0035301,C0924749
C0035301,C0924722
C0035301,C0924748
C0035301,C0924748
C0035301,C0444876
C0035301,C0423383
C0035301,C0423385
C0035301,C0423386
C0035301,C0423388
C0035301,C0423389
C0035301,C0423387
C0035301,C0423393
C0035301,C0423391
C0035301,C0423401
C0035301,C0423402
C0035301,C0392080
C0035301,C0007688
C0035301,C0344548
C0035301,C0339478
C0035301,C0271069
C0035301,C0271070
C0035301,C0266571
C0035301,C0235768
C0035301,C0229156
C0035301,C0229155
C0035301,C0229155
C0035301,C0229156
C0035301,C0229156
C0035301,C0229155
C0035301,C4749569
C0035301,C0154839
C0035301,C0154840
C0035301,C0029078
C0035301,C0029078
C0035301,C0029078
C0035301,C0035302
C0035301,C5779553
C0035301,C4543419
C0010031,C2881450
C0010031,C2939149
C0010031,C2733048
C0010031,C2733582
C0010031,C2959515
C0010031,C2960391
C0010031,C2960702
C0010031,C2748503
C0010031,C2367174
C0010031,C2069962
C0010031,C2069964
C0010031,C2069966
C0010031,C2069963
C0010031,C2316061
C0010031,C2880406
C0010031,C0153038
C0010031,C1960541
C0010031,C1960555
C0010031,C1961001
C0010031,C2137532
C0010031,C1611195
C0010031,C1867155
C0010031,C1540680
C0010031,C1868756
C0010031,C1868756
C0010031,C1628975
C0010031,C1629856
C0010031,C1562170
C0010031,C1827091
C0010031,C1827160
C0010031,C1827213
C0010031,C1827213
C0010031,C1827283
C0010031,C1562540
C0010031,C1827493
C0010031,C1638410
C0010031,C1827923
C0010031,C1827923
C0010031,C1827993
C0010031,C1639225
C0010031,C1563206
C0010031,C1641249
C0010031,C1828408
C0010031,C1828397
C0010031,C1833872
C0010031,C1835698
C0010031,C1835697
C0010031,C1531646
C0010031,C1531786
C0010031,C1531855
C0010031,C1531856
C0010031,C1531859
C0010031,C1531861
C0010031,C1719940
C0010031,C1720017
C0010031,C1532613
C0010031,C1720214
C0010031,C1532655
C0010031,C1720612
C0010031,C1533044
C0010031,C1844671
C0010031,C1689915
C0010031,C1690931
C0010031,C1852551
C0010031,C1301495
C0010031,C1301499
C0010031,C1301500
C0010031,C1301501
C0010031,C1301518
C0010031,C1301529
C0010031,C1504546
C0010031,C1504547
C0010031,C1393995
C0010031,C1333159
C0010031,C1292692
C0010031,C1292702
C0010031,C1444601
C0010031,C1275678
C0010031,C1275686
C0010031,C1275687
C0010031,C1299687
C0010031,C1278889
C0010031,C1299909
C0010031,C1299909
C0010031,C1299910
C0010031,C1300345
C0010031,C1096611
C0010031,C1096669
C0010031,C1096669
C0010031,C1281933
C0010031,C1282195
C0010031,C1282238
C0010031,C1282241
C0010031,C1282242
C0010031,C1282364
C0010031,C1282363
C0010031,C1282542
C0010031,C1287885
C0010031,C1262117
C0010031,C0936273
C0010031,C0854211
C0010031,C0948284
C0010031,C0849981
C0010031,C0853336
C0010031,C0694484
C0010031,C0729777
C0010031,C0576557
C0010031,C0576559
C0010031,C0576560
C0010031,C0010034
C0010031,C0010035
C0010031,C0010036
C0010031,C0010037
C0010031,C0010038
C0010031,C0010038
C0010031,C0010043
C0010031,C0686363
C0010031,C0686365
C0010031,C0564882
C0010031,C0564884
C0010031,C0564890
C0010031,C0564891
C0010031,C0521703
C0010031,C0521711
C0010031,C0521713
C0010031,C0521712
C0010031,C0521720
C0010031,C0521716
C0010031,C0521718
C0010031,C0521721
C0010031,C0521717
C0010031,C0444083
C0010031,C0444635
C0010031,C0423177
C0010031,C0423225
C0010031,C0423226
C0010031,C0423229
C0010031,C0423230
C0010031,C0423228
C0010031,C0423238
C0010031,C0450037
C0010031,C0474441
C0010031,C0474442
C0010031,C0496057
C0010031,C0349702
C0010031,C0342895
C0010031,C0392163
C0010031,C0278211
C0010031,C0333303
C0010031,C0344528
C0010031,C0344531
C0010031,C0344529
C0010031,C0344530
C0010031,C0344533
C0010031,C0344535
C0010031,C0344534
C0010031,C0344534
C0010031,C0007686
C0010031,C0346369
C0010031,C0346371
C0010031,C0346936
C0010031,C0339199
C0010031,C0339213
C0010031,C0339214
C0010031,C0339215
C0010031,C0339218
C0010031,C0339219
C0010031,C0010043
C0010031,C0339219
C0010031,C0339222
C0010031,C0339223
C0010031,C0339223
C0010031,C0339234
C0010031,C0339233
C0010031,C0339236
C0010031,C0339247
C0010031,C0339242
C0010031,C0339251
C0010031,C0339250
C0010031,C0339254
C0010031,C0339255
C0010031,C0339259
C0010031,C0339256
C0010031,C0339263
C0010031,C0339262
C0010031,C0339270
C0010031,C0339264
C0010031,C0339269
C0010031,C0339286
C0010031,C0339286
C0010031,C0339288
C0010031,C0339289
C0010031,C0339287
C0010031,C0339290
C0010031,C0339291
C0010031,C0339293
C0010031,C0339294
C0010031,C0339299
C0010031,C0339297
C0010031,C0339297
C0010031,C0339296
C0010031,C0339300
C0010031,C0339301
C0010031,C0339684
C0010031,C0339682
C0010031,C0271262
C0010031,C0271260
C0010031,C0271261
C0010031,C0271259
C0010031,C0271263
C0010031,C0271264
C0010031,C0271264
C0010031,C0271265
C0010031,C0271269
C0010031,C0271272
C0010031,C0271271
C0010031,C0271275
C0010031,C5775281
C0010031,C0271275
C0010031,C0271281
C0010031,C0271279
C0010031,C0271280
C0010031,C0271284
